ID,X,Y,Conifer,Broadleaf,C3,C4,human
40,4,0,0.9305466,0.36617357,0.32439458,0.7940985,0.6483601
41,4,1,0.99276125,0.12010455,0.3126603,0.81308466,0.43632835
42,4,2,0.43194175,0.9019015,0.2927492,0.8425398,0.23497988
43,4,3,0.56997037,0.8216652,0.27587613,0.8648968,0.6958178
44,4,4,0.92089826,0.389803,0.25819466,0.88590324,0.26554763
45,4,5,0.5659683,0.824427,0.2518649,0.89284885,0.12922935
46,4,6,0.27305794,0.96199757,0.24303116,0.9020562,0.6175278
47,4,7,0.8933044,0.4494521,0.22802328,0.9164508,0.22192617
48,4,8,0.86095315,0.5086842,0.22750685,0.91691905,0.17613447
49,4,9,0.74321014,0.669058,0.21453802,0.92811155,0.7061341
50,5,0,0.8697782,0.4934429,0.30426797,0.82591623,0.18816766
51,5,1,0.78000313,0.62577564,0.30108535,0.8306225,0.07711374
52,5,2,0.019145448,0.9998167,0.28486422,0.85327667,0.5094811
53,5,3,0.9851956,0.17143418,0.26514035,0.87793773,0.5783149
54,5,4,0.73193365,0.6813759,0.25424635,0.89027035,0.025278885
55,5,5,0.5481037,0.8364104,0.24020861,0.9048815,0.69225705
56,5,6,0.9786067,0.20573996,0.23004067,0.9146046,0.38643336
57,5,7,0.75345784,0.6574962,0.22611974,0.9181681,0.04798082
58,5,8,0.12409811,0.99226993,0.22088146,0.9227719,0.43408594
59,5,9,0.81229633,0.583245,0.21384883,0.9286764,0.69777066
60,6,0,0.42362428,0.905838,0.29258612,0.84276706,0.24110687
61,6,1,0.18713611,0.982334,0.28217494,0.8568218,0.58473504
62,6,2,0.8053302,0.5928265,0.27123076,0.87064993,0.6990784
63,6,3,0.8977103,0.44058612,0.25754958,0.88662463,0.22856212
64,6,4,0.10677925,0.9942828,0.244657,0.9004034,0.550531
65,6,5,0.87819755,0.47829807,0.23585542,0.9091305,0.6782478
66,6,6,0.99887013,0.04752342,0.23131451,0.91342485,0.47567335
67,6,7,0.46968436,0.88283443,0.22345066,0.92053616,0.20657502
68,6,8,0.50605005,0.8625041,0.21649832,0.9264886,0.68427706
69,6,9,0.9945349,0.10440454,0.21070342,0.93121713,0.5494697
70,7,0,0.45195296,0.8920418,0.2931458,0.8419861,0.2200444
71,7,1,0.53827477,0.84276944,0.2764301,0.8641993,0.6905221
72,7,2,0.8574486,0.5145697,0.2565863,0.88769615,0.17143942
73,7,3,0.5626427,0.8267002,0.2518219,0.89289504,0.13202877
74,7,4,0.93612206,0.3516752,0.23466901,0.910266,0.64389867
75,7,5,0.8853847,0.46485904,0.22789039,0.9165715,0.21026284
76,7,6,0.13474019,0.99088097,0.21910991,0.92428875,0.5628106
77,7,7,0.90564716,0.4240321,0.21270925,0.929604,0.6648396
78,7,8,0.9719004,0.23539233,0.21149656,0.9305823,0.6036464
79,7,9,0.45711428,0.889408,0.2039578,0.9364623,0.21614684
80,8,0,0.39661336,0.91798574,0.2788079,0.8611778,0.6572996
81,8,1,0.98056555,0.19619179,0.26546043,0.87756187,0.58837867
82,8,2,0.5562549,0.8310117,0.2517397,0.8929833,0.13737838
83,8,3,0.24835931,0.968668,0.24327414,0.90181035,0.60851365
84,8,4,0.8836599,0.46812946,0.22786205,0.9165972,0.2077652
85,8,5,0.6642419,0.7475177,0.22517885,0.9190082,0.041637912
86,8,6,0.78440046,0.6202547,0.21413776,0.92844,0.7023276
87,8,7,0.9964462,0.08423162,0.2095935,0.93209916,0.4561073
88,8,8,0.25883353,0.96592194,0.20283322,0.93731016,0.3535442
89,8,9,0.13609415,0.9906959,0.20218085,0.93779856,0.42730087
90,9,0,0.9738951,0.22699858,0.26020947,0.88363004,0.37344825
91,9,1,0.79002196,0.6130786,0.2552411,0.88918096,0.08847168
92,9,2,0.42638686,0.9045409,0.24149321,0.90360254,0.66546386
93,9,3,0.7831684,0.62180966,0.23735043,0.907686,0.702489
94,9,4,0.8741515,0.48565325,0.22770947,0.91673553,0.19424915
95,9,5,0.0833757,0.9965182,0.21945891,0.92399156,0.5399469
96,9,6,0.6669307,0.74511975,0.21521899,0.9275505,0.70602524
97,9,7,0.9324546,0.36128724,0.2079529,0.9333891,0.28558367
98,9,8,0.22118409,0.97523206,0.20263053,0.93746215,0.377024
99,9,9,0.51826864,0.8552179,0.19874889,0.9403267,0.68674326
