ID,X,Y,Conifer,Broadleaf,C3,C4,human
58,5,8,0.9959175,0.09026841,0.23243384,0.91237926,0.54309297
59,5,9,0.81525946,0.57909584,0.22686985,0.91749424,0.11808181
60,6,0,0.18724212,0.9823138,0.3540056,0.7405922,0.58477795
61,6,1,0.8922866,0.4514694,0.3267876,0.7900745,0.671878
62,6,2,0.64126945,0.76731575,0.2972925,0.83611774,0.06302314
63,6,3,0.20662753,0.97841966,0.28862,0.8482266,0.38589606
64,6,4,0.91822916,0.39604947,0.26817724,0.87433964,0.6571393
65,6,5,0.96223646,0.272215,0.2596554,0.8842582,0.34501073
66,6,6,0.16991554,0.9854586,0.24404149,0.9010313,0.5776871
67,6,7,0.80151236,0.5979782,0.23708726,0.9079414,0.6997453
68,6,8,0.98295444,0.18384917,0.23021732,0.91444165,0.39955264
69,6,9,0.2355255,0.97186816,0.22166991,0.9220903,0.36817133
70,7,0,0.84033597,0.5420659,0.32953542,0.7853896,0.691201
71,7,1,0.8546,0.5192868,0.30366328,0.82681715,0.1676566
72,7,2,0.47868663,0.87798584,0.2936857,0.8412302,0.1996496
73,7,3,0.6248835,0.780718,0.27488884,0.8661337,0.70280075
74,7,4,0.9994979,0.031685907,0.26337722,0.87999433,0.5155919
75,7,5,0.13496567,0.99085027,0.24704464,0.8979422,0.4279423
76,7,6,0.2764553,0.9610268,0.24299766,0.9020901,0.61874104
77,7,7,0.91258085,0.40889633,0.22836898,0.9161363,0.25184226
78,7,8,0.768313,0.6400744,0.22629099,0.91801465,0.0641193
79,7,9,0.7477664,0.6639619,0.21449508,0.92814684,0.70586413
80,8,0,0.9714507,0.2372415,0.3210361,0.7996586,0.6043461
81,8,1,0.83988124,0.5427702,0.30310777,0.82764196,0.14855553
82,8,2,0.061339773,0.99811697,0.28617585,0.8515262,0.4683886
83,8,3,0.9918969,0.1270453,0.26457304,0.8786021,0.55947113
84,8,4,0.8915365,0.4529489,0.25739077,0.8868018,0.21929379
85,8,5,0.2282631,0.9735995,0.24347125,0.9016107,0.6009313
86,8,6,0.8489651,0.52844894,0.23635557,0.90864897,0.688707
87,8,7,0.7797436,0.62609893,0.22642632,0.9178932,0.07682235
88,8,8,0.26353154,0.9646508,0.22187258,0.92191446,0.35055962
89,8,9,0.7534138,0.6575467,0.2144414,0.92819095,0.7054802
90,9,0,0.85603243,0.5169221,0.3037189,0.8267344,0.16955514
91,9,1,0.07987629,0.9968048,0.28388703,0.85457164,0.5383405
92,9,2,0.46186817,0.8869486,0.27772903,0.8625543,0.6744084
93,9,3,0.982623,0.18561277,0.2607148,0.88305515,0.3985051
94,9,4,0.01748947,0.99984705,0.24587362,0.89915437,0.49117878
95,9,5,0.7707517,0.6371356,0.23752356,0.90751773,0.70394367
96,9,6,0.9733979,0.2291212,0.23359495,0.9112857,0.6012595
97,9,7,0.7579572,0.6523043,0.22617109,0.9181221,0.052826464
98,9,8,0.6647548,0.7470616,0.21523751,0.92753524,0.7059082
99,9,9,0.9899985,0.14107788,0.2092611,0.93236184,0.42446032
