ID,X,Y,Agent,Utility,Food,Timber,Carbon
2,0,2,Forest,0.0,0.047881063473991695,0.24096500505544904,0.22837151314027543
92,9,2,Pasture,0.0,0.16347604059458076,0.0,0.17593297071341385
24,2,4,Forest,0.0,0.0490896516492904,0.5601064149156412,0.5805324228964853
53,5,3,Pasture,0.0,0.2610592380180683,0.0,0.21402713637020626
19,1,9,Pasture,0.0,0.3244775388996099,0.0,0.23212947009134222
84,8,4,Pasture,0.0,0.2963220457996438,0.0,0.2228300293462098
88,8,8,Forest,0.0,0.04914088196211261,0.5945033255200514,0.6208126708773014
64,6,4,Forest,0.0,0.049134767088818976,0.5903646464213878,0.6159524241800344
17,1,7,Pasture,0.0,0.23872421638325292,0.0,0.2061587221583566
87,8,7,Crop,0.0,0.30957654985410826,0.0,0.13586770540597778
26,2,6,Forest,0.0,0.04653726514433449,0.40467848508228677,0.434918982515977
15,1,5,Forest,0.0,0.048920845200850833,0.45067444794278894,0.45426704736127077
8,0,8,Forest,0.0,0.040335521334610186,0.269768639561365,0.34318730341332077
62,6,2,Forest,0.0,0.04611783681712148,0.4125314499152575,0.451222798587621
66,6,6,Crop,0.0,0.3363050516755743,0.0,0.13980408468682934
98,9,8,Pasture,0.0,0.20814411992983697,0.0,0.19170429728702343
28,2,8,Forest,0.0,0.04892476044406315,0.4531549493898681,0.45709410376741555
20,2,0,Forest,0.0,0.04530444936386168,0.4076282567899895,0.458018660577289
5,0,5,Forest,0.0,0.04107142174481159,0.2898524959944321,0.3621016271504182
89,8,9,Forest,0.0,0.04857273309245894,0.23403827924600523,0.2157566731822903
76,7,6,Forest,0.0,0.04912416195463521,0.5832086289785723,0.6075574834672771
74,7,4,Forest,0.0,0.043719033127818094,0.36798116715032303,0.4311200875068052
42,4,2,Crop,0.0,0.35568803105376584,0.0,0.14321107843869993
11,1,1,Crop,0.0,0.28863395504942524,0.0,0.136538726131344
99,9,9,Pasture,0.0,0.2046284447477873,0.0,0.19027458637049335
65,6,5,Pasture,0.0,0.2699161973309343,0.0,0.21527351058231575
70,7,0,Pasture,0.0,0.32930903512131765,0.0,0.23530236563981166
56,5,6,Crop,0.0,0.3148655285200961,0.0,0.13688446191969608
39,3,9,Pasture,0.0,0.2848940904475613,0.0,0.21942170473475242
60,6,0,Crop,0.0,0.34341320213012855,0.0,0.14157259456087423
3,0,3,Forest,0.0,0.04892802398297155,0.45522445133502343,0.45945408362021284
50,5,0,Crop,0.0,0.24588694618142937,0.0,0.12688341266260592
94,9,4,Crop,0.0,0.3382735983780945,0.0,0.14003537562429058
14,1,4,Pasture,0.0,0.2830559501304661,0.0,0.22342674571798182
91,9,1,Forest,0.0,0.04908398358570506,0.5563383062770901,0.5761358410145543
72,7,2,Pasture,0.0,0.32407373201005485,0.0,0.232441970599897
21,2,1,Forest,0.0,0.04914016844736097,0.5940197858400669,0.6202446338926715
57,5,7,Pasture,0.0,0.2972694391587003,0.0,0.22310784362307137
78,7,8,Forest,0.0,0.048466219744875486,0.16417345182460427,0.14382372316286549
13,1,3,Forest,0.0,0.048892425285253345,0.4327363611402109,0.43387595961894915
63,6,3,Pasture,0.0,0.3248071833790228,0.0,0.23263903248663348
32,3,2,Pasture,0.0,0.29189073744165167,0.0,0.2262363409817654
81,8,1,Crop,0.0,0.3048562913700231,0.0,0.135584882472751
7,0,7,Crop,0.0,0.36316266191499397,0.0,0.14394464893441702
27,2,7,Pasture,0.0,0.32349583536189896,0.0,0.23228592856649657
73,7,3,Pasture,0.0,0.3182191077467366,0.0,0.23024014442152002
75,7,5,Pasture,0.0,0.2985584724886662,0.0,0.22348461814905288
38,3,8,Forest,0.0,0.041741995048078705,0.3089699784762915,0.37973054950291124
49,4,9,Forest,0.0,0.04911250557059643,0.575374273701589,0.5983795525553609
22,2,2,Forest,0.0,0.04890107502680134,0.43818378043677253,0.44005830862941414
55,5,5,Crop,0.0,0.34978122679499646,0.0,0.14180175084384036
93,9,3,Crop,0.0,0.27572497966644116,0.0,0.13088398459163325
1,0,1,Pasture,0.0,0.3622113877291165,0.0,0.2508664446434479
0,0,0,Forest,0.0,0.04889204626141964,0.43249784752762643,0.4336054684876336
69,6,9,Crop,0.0,0.2571675118825482,0.0,0.12773851071761927
40,4,0,Forest,0.0,0.04770511675781284,0.2859987939534929,0.2799513717688281
82,8,2,Pasture,0.0,0.3302089874076742,0.0,0.23399828320733732
79,7,9,Pasture,0.0,0.303132889832892,0.0,0.22320400719495334
47,4,7,Pasture,0.0,0.22609695923724568,0.0,0.2004339481750616
77,7,7,Pasture,0.0,0.174982024017757,0.0,0.17973735407961428
10,1,0,Crop,0.0,0.3402211545141131,0.0,0.14493038126979713
85,8,5,Crop,0.0,0.34342131144579524,0.0,0.14077084852408014
4,0,4,Forest,0.0,0.04903298928364441,0.5227534574010059,0.5370958085053853
34,3,4,Forest,0.0,0.04864083645742258,0.27672221375905925,0.261175128383197
46,4,6,Pasture,0.0,0.32097266096736793,0.0,0.23106967573863998
37,3,7,Crop,0.0,0.34807065318287433,0.0,0.14156771441712607
12,1,2,Forest,0.0,0.04913789695754786,0.5924819093876759,0.6184383692599251
71,7,1,Pasture,0.0,0.19195200370096602,0.0,0.18901530994935556
41,4,1,Crop,0.0,0.20793535761924997,0.0,0.1199637423585282
31,3,1,Forest,0.0,0.04852486275744798,0.20331181302692689,0.18370795662082806
54,5,4,Forest,0.0,0.047317767182286266,0.35032591979593297,0.3584803718216711
61,6,1,Pasture,0.0,0.3416795828431982,0.0,0.23899240899937343
